image_id,style,building_name,source,source_url,original_filename,resolution,aspect_ratio,architectural_elements,materials,license,copyright,split,caption
ARC_0050,Bauhaus architecture,Bauhaus architecture Building specimen 22,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,003935.jpg,768x1060,0.72,glass curtain wall;structural steel frame;geometric corners,structural steel;plate glass;stucco,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Bauhaus architecture, planar smooth white stucco facade, industrial steel-sash ribbon windows, continuous glass curtain wall, flat roof terrace, unornamented cubic building massing, crisp geometric corners, clear natural lighting, architectural photography"
ARC_0057,International style,International style Building specimen 1,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009835.jpg,1000x820,1.22,modular curtain wall;uniform structural grid;reflective glazing,structural steel;tinted glass;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0058,International style,International style Building specimen 2,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,010016.jpg,785x1000,0.79,steel pilotis;open ground floor;floating volume;marble accent,steel;glass;marble,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0059,International style,International style Building specimen 3,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,010087.jpg,768x1024,0.75,concrete spandrels;continuous ribbon glazing;planar geometry,precast concrete;aluminum;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0060,International style,International style Building specimen 4,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009819.jpg,1024x768,1.33,rectilinear curtain wall;recessed colonnade;flat roof slab,bronze;plate glass;travertine,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0061,International style,International style Building specimen 5,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009816.jpg,1024x768,1.33,steel mullions;floor-to-ceiling glass;minimalist rhythm,painted steel;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0062,International style,International style Building specimen 6,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009974.jpg,768x1024,0.75,modular curtain wall;uniform structural grid;reflective glazing,structural steel;tinted glass;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0063,International style,International style Building specimen 7,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009855.jpg,1024x768,1.33,steel pilotis;open ground floor;floating volume;marble accent,steel;glass;marble,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0064,International style,International style Building specimen 8,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009978.jpg,1024x768,1.33,concrete spandrels;continuous ribbon glazing;planar geometry,precast concrete;aluminum;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0065,International style,International style Building specimen 9,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,010037.jpg,1024x768,1.33,rectilinear curtain wall;recessed colonnade;flat roof slab,bronze;plate glass;travertine,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0066,International style,International style Building specimen 10,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009972.jpg,1024x768,1.33,steel mullions;floor-to-ceiling glass;minimalist rhythm,painted steel;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0067,International style,International style Building specimen 11,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009960.jpg,1028x768,1.34,modular curtain wall;uniform structural grid;reflective glazing,structural steel;tinted glass;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0068,International style,International style Building specimen 12,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009893.jpg,768x768,1.0,steel pilotis;open ground floor;floating volume;marble accent,steel;glass;marble,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0069,International style,International style Building specimen 13,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009852.jpg,1058x768,1.38,concrete spandrels;continuous ribbon glazing;planar geometry,precast concrete;aluminum;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0070,International style,International style Building specimen 14,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009896.jpg,1076x768,1.4,rectilinear curtain wall;recessed colonnade;flat roof slab,bronze;plate glass;travertine,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0071,International style,International style Building specimen 15,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009943.jpg,1092x768,1.42,steel mullions;floor-to-ceiling glass;minimalist rhythm,painted steel;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0072,International style,International style Building specimen 16,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009822.jpg,768x1026,0.75,modular curtain wall;uniform structural grid;reflective glazing,structural steel;tinted glass;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0073,International style,International style Building specimen 17,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009921.jpg,1026x768,1.34,steel pilotis;open ground floor;floating volume;marble accent,steel;glass;marble,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0074,International style,International style Building specimen 18,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009834.jpg,1150x768,1.5,concrete spandrels;continuous ribbon glazing;planar geometry,precast concrete;aluminum;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0075,International style,International style Building specimen 19,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,010039.jpg,1151x768,1.5,rectilinear curtain wall;recessed colonnade;flat roof slab,bronze;plate glass;travertine,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0076,International style,International style Building specimen 20,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009841.jpg,1151x768,1.5,steel mullions;floor-to-ceiling glass;minimalist rhythm,painted steel;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0077,International style,International style Building specimen 21,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,010086.jpg,1151x768,1.5,modular curtain wall;uniform structural grid;reflective glazing,structural steel;tinted glass;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0078,International style,International style Building specimen 22,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,009989.jpg,768x1151,0.67,steel pilotis;open ground floor;floating volume;marble accent,steel;glass;marble,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"International Style architecture, precise modular steel and glass curtain wall, slender cylindrical pilotis, open ground-floor glass box, continuous horizontal ribbon glazing, planar rectilinear geometry, flat roof slab, daylight, architectural photography"
ARC_0085,Postmodern architecture,Postmodern architecture Building specimen 1,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011652.jpg,1000x1000,1.0,broken pediment;oversized columns;polychrome panels;cornices,precast concrete;stone cladding;metal,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0086,Postmodern architecture,Postmodern architecture Building specimen 2,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011644.jpg,1000x1000,1.0,triangular gable;arched entrance window;pastel facade,stucco;tinted glass;granite,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0087,Postmodern architecture,Postmodern architecture Building specimen 3,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011742.jpg,1000x913,1.1,polychrome masonry;punched windows;barrel-vaulted roof,granite;limestone;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0088,Postmodern architecture,Postmodern architecture Building specimen 4,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011648.jpg,1000x903,1.11,cylindrical rotunda;contrasting color accents;stylized pilasters,plaster;enameled steel;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0089,Postmodern architecture,Postmodern architecture Building specimen 5,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011778.jpg,864x864,1.0,stepped clock tower;oversized keystone archway;two-tone masonry,brick;ceramic tile;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0090,Postmodern architecture,Postmodern architecture Building specimen 6,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011834.jpg,812x1000,0.81,broken pediment;oversized columns;polychrome panels;cornices,precast concrete;stone cladding;metal,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0091,Postmodern architecture,Postmodern architecture Building specimen 7,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011781.jpg,800x933,0.86,triangular gable;arched entrance window;pastel facade,stucco;tinted glass;granite,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0092,Postmodern architecture,Postmodern architecture Building specimen 8,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011696.jpg,1000x800,1.25,polychrome masonry;punched windows;barrel-vaulted roof,granite;limestone;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0093,Postmodern architecture,Postmodern architecture Building specimen 9,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011683.jpg,1000x772,1.3,cylindrical rotunda;contrasting color accents;stylized pilasters,plaster;enameled steel;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0094,Postmodern architecture,Postmodern architecture Building specimen 10,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011698.jpg,1024x768,1.33,stepped clock tower;oversized keystone archway;two-tone masonry,brick;ceramic tile;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0095,Postmodern architecture,Postmodern architecture Building specimen 11,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011649.jpg,1024x768,1.33,broken pediment;oversized columns;polychrome panels;cornices,precast concrete;stone cladding;metal,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0096,Postmodern architecture,Postmodern architecture Building specimen 12,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011751.jpg,1024x768,1.33,triangular gable;arched entrance window;pastel facade,stucco;tinted glass;granite,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0097,Postmodern architecture,Postmodern architecture Building specimen 13,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011679.jpg,768x1024,0.75,polychrome masonry;punched windows;barrel-vaulted roof,granite;limestone;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0098,Postmodern architecture,Postmodern architecture Building specimen 14,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011800.jpg,1043x768,1.36,cylindrical rotunda;contrasting color accents;stylized pilasters,plaster;enameled steel;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0099,Postmodern architecture,Postmodern architecture Building specimen 15,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011734.jpg,842x768,1.1,stepped clock tower;oversized keystone archway;two-tone masonry,brick;ceramic tile;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0100,Postmodern architecture,Postmodern architecture Building specimen 16,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011832.jpg,768x1076,0.71,broken pediment;oversized columns;polychrome panels;cornices,precast concrete;stone cladding;metal,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0101,Postmodern architecture,Postmodern architecture Building specimen 17,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011658.jpg,768x1086,0.71,triangular gable;arched entrance window;pastel facade,stucco;tinted glass;granite,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0102,Postmodern architecture,Postmodern architecture Building specimen 18,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011655.jpg,1086x768,1.41,polychrome masonry;punched windows;barrel-vaulted roof,granite;limestone;aluminum,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0103,Postmodern architecture,Postmodern architecture Building specimen 19,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011694.jpg,1103x768,1.44,cylindrical rotunda;contrasting color accents;stylized pilasters,plaster;enameled steel;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0104,Postmodern architecture,Postmodern architecture Building specimen 20,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011676.jpg,1126x768,1.47,stepped clock tower;oversized keystone archway;two-tone masonry,brick;ceramic tile;glass,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0105,Postmodern architecture,Postmodern architecture Building specimen 21,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011665.jpg,1092x768,1.42,broken pediment;oversized columns;polychrome panels;cornices,precast concrete;stone cladding;metal,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
ARC_0106,Postmodern architecture,Postmodern architecture Building specimen 22,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,011816.jpg,1024x768,1.33,triangular gable;arched entrance window;pastel facade,stucco;tinted glass;granite,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,train,"Postmodern architecture, expressive historicist facade, playful broken pediment roofline, oversized classical columns, contrasting polychrome facade panels, decorative geometric cornices, punched square windows, daylight, architectural photography"
