image_id,style,source,source_url,license,copyright,provenance_status,notes
ARC_0069,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0070,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0071,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0072,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0073,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0074,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0075,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0076,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0077,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0078,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0079,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0080,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0081,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0082,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0083,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0084,International style,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0085,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0086,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0087,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0088,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0089,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0090,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0091,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0092,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0093,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0094,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0095,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0096,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0097,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0098,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0099,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0100,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0101,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0102,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0103,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0104,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0105,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0106,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0107,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0108,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0109,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0110,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0111,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
ARC_0112,Postmodern architecture,axel-riben/arcdataset-brutalism-extension (Wikimedia / Kaggle),https://huggingface.co/datasets/axel-riben/arcdataset-brutalism-extension,CC-BY-SA 4.0 / CC0,Wikimedia Commons / Architectural Styles Dataset,VERIFIED_FROM_METADATA,Curated Architectural Styles Dataset from Hugging Face / Wikimedia Commons (CC-BY-SA 4.0 / CC0).
